Problem, PyPRIMA result, SciPy result, Error, Error != 0, PyPRIMA cstrv, SciPy cstrv, Error, PyPRIMA nfev, SciPy nfev, PyPRIMA s, SciPy s, Speedup (<1)/Slowdown (>1)
HATFLDE    , 0.004049535992833022   , 0.031405692251434275   , -675.54 , True, 0.0                    , 0.0                    , 0.00    , 1500 , 1000 , 0.00038916333516438804, 7.644176483154296e-06, 50.909778969912466
HATFLDF    , 0.0                    , 0.0                    , 0.00    , False, 9.124645483638005e-14  , 7.890691318818144e-07  , -864766792.37, 159  , 191  , 0.0008564970028475396, 3.1644761250281206e-05, 27.065996677093857
HATFLDFL   , 6.656992069304824e-05  , 7.244685317496869e-05  , -8.83   , True, 0.0                    , 0.0                    , 0.00    , 215  , 89   , 0.0003837152969005496, 1.0527921526619557e-05, 36.44739333688384
HATFLDH    , -24.375                , -24.375                , 0.00    , False, 0.0                    , 0.0                    , 0.00    , 20   , 32   , 0.001858055591583252, 2.368539571762085e-05, 78.44731047499214
HEART6     , 0.0                    , 0.0                    , 0.00    , False, 2.1671553440683056e-13 , 0.22262166486794607    , -102725291694969.81, 1669 , 1000 , 0.001976826292372807, 7.904624938964843e-05, 25.008476779566013
HEART6LS   , 7.197773453057586      , 23.743571322631414     , -229.87 , True, 0.0                    , 0.0                    , 0.00    , 3000 , 1000 , 0.0005915706157684326, 1.4957904815673828e-05, 39.54902929643916
HEART8     , 0.0                    , 0.0                    , 0.00    , False, 0.6900000000149926     , 0.6900360359932733     , -0.01   , 652  , 670  , 0.0020069384867428272, 5.586574326700239e-05, 35.92431370958316
HEART8LS   , 1.4739420035255246     , 12.871721180799655     , -773.29 , True, 0.0                    , 0.0                    , 0.00    , 4000 , 1000 , 0.0005941292047500611, 8.085966110229492e-06, 73.4765885301489
HELIX      , 3.900559579423757e-06  , 0.002271381555571896   , -58132.20, True, 0.0                    , 0.0                    , 0.00    , 1500 , 1000 , 0.00043378734588623045, 6.973028182983398e-06, 62.20932061408008
HELIXNE    , 0.0                    , 0.0                    , 0.00    , False, 1.0426623004458758e-11 , 9.057696135262056      , -86870851006872.19, 34   , 1000 , 0.0011310577392578125, 4.068803787231445e-05, 27.79828663174302
HET-Z      , 0.9999980000553024     , 0.9999847951680927     , 0.00    , True, 0.0                    , 1.3204831907307699e-05 , 0.00    , 14   , 19   , 0.010687862123761858, 0.0020331458041542455, 5.256810456940066
HIELOW     , 933.42472985683        , 934.6264228572329      , -0.13   , True, 0.0                    , 0.0                    , 0.00    , 1500 , 47   , 0.0006074873606363932, 0.00018564183661278258, 3.27236237111524
HILBERTA   , 2.3594076954326413e-13 , 1.0396446791292815e-08 , -4406279.96, True, 0.0                    , 0.0                    , 0.00    , 157  , 136  , 0.0004643756113234599, 8.036108577952665e-06, 57.78612954502507
HILBERTB   , 2.84270498004006e-12   , 7.915523753802663e-08  , -2784404.13, True, 0.0                    , 0.0                    , 0.00    , 278  , 188  , 0.0007291663464882391, 9.06371055765355e-06, 80.44898850752894
HIMMELBA   , 0.0                    , 0.0                    , 0.00    , False, 0.0                    , 0.0                    , 0.00    , 9    , 19   , 0.0007881588406032986, 3.4056211772717927e-05, 23.142880537132566
HIMMELBC   , 0.0                    , 0.0                    , 0.00    , False, 1.7763568394002505e-15 , 2.836890383051127e-06  , -159702730800.00, 18   , 17   , 0.0009702046712239584, 5.640703089096967e-05, 17.200066302005634
HIMMELBD   , 0.0                    , 0.0                    , 0.00    , False, 2.421306136054515      , 2.421306141377451      , -0.00   , 63   , 43   , 0.0007033764369904049, 4.444011422090752e-05, 15.827511907237424
HIMMELBE   , 0.0                    , 0.0                    , 0.00    , False, 1.0                    , 1.0                    , 0.00    , 15   , 26   , 0.0010210196177164713, 7.23416988666241e-05, 14.113846283855157
HIMMELBF   , 890.5284098490333      , 1070.3671292953572     , -20.19  , True, 0.0                    , 0.0                    , 0.00    , 2000 , 1000 , 0.000457810640335083, 7.806301116943359e-06, 58.646295278235904
HIMMELBG   , 5.361100772323128e-13  , 2.7549246520931086e-08 , -5138629.47, True, 0.0                    , 0.0                    , 0.00    , 60   , 40   , 0.00044314861297607423, 1.271963119506836e-05, 34.839737582005625
HIMMELBH   , -0.9999999999995057    , -0.9999999973448206    , -0.00   , True, 0.0                    , 0.0                    , 0.00    , 68   , 38   , 0.000538938185747932, 1.1280963295384458e-05, 47.77412811620755
HIMMELP1   , -51.7378463582927      , -62.05393553329657     , 19.94   , True, 0.0                    , 0.0                    , 0.00    , 61   , 106  , 0.0005262601571004899, 1.0593882146871315e-05, 49.675855347882084
HIMMELP2   , -62.05393553382555     , -62.05393553329657     , -0.00   , True, 0.0                    , 0.0                    , 0.00    , 83   , 106  , 0.0004562412399843515, 2.6867074786492112e-05, 16.98142591294437
HIMMELP3   , -59.01317776912174     , -59.01317776912174     , 0.00    , False, 0.0                    , 0.0                    , 0.00    , 19   , 62   , 0.0011469439456337376, 3.5678186724262855e-05, 32.146923679105065
HIMMELP4   , -59.01317776912174     , -59.01317776912174     , 0.00    , False, 0.0                    , 0.0                    , 0.00    , 20   , 62   , 0.0009227514266967774, 3.9808211788054436e-05, 23.17992658423493
HIMMELP5   , -59.01317776912174     , -59.01317776912174     , 0.00    , False, 0.0                    , 0.0                    , 0.00    , 22   , 66   , 0.0010445334694602273, 3.0076864993933476e-05, 34.72880134518376
HIMMELP6   , -59.01317776912174     , -59.01317776912174     , 0.00    , False, 0.0                    , 0.0                    , 0.00    , 24   , 66   , 0.0009252528349558512, 4.830143668434837e-05, 19.15580360481639
HONG       , 4.061062663274332      , 4.061062663274335      , -0.00   , True, 5.551115123125783e-17  , 0.0                    , 100.00  , 23   , 27   , 0.0017893003380816915, 5.032398082591869e-05, 35.55561997909626
HS1        , 0.01788269994453199    , 2.1103027689347647     , -11700.81, True, 0.0                    , 0.0                    , 0.00    , 1000 , 1000 , 0.00044731998443603514, 8.108854293823243e-06, 55.16438799212019
HS10       , -1.0000000028914051    , -1.00000000465231      , 0.00    , True, 7.50245354730339e-09   , 2.000140697511199e-08  , -166.60 , 83   , 61   , 0.0006692553141030921, 2.3341569744172643e-05, 28.672249614667646
HS100      , 680.6300573744683      , 680.6300574802386      , -0.00   , True, 1.3244516594568267e-11 , 2.801930065743363e-07  , -2115439.70, 431  , 280  , 0.0009507955918455898, 2.5528669357299805e-05, 37.24422838253864
HS100LNP   , 680.6300573743858      , 680.6300572845221      , 0.00    , True, 7.01803060110251e-10   , 1.826371942570404e-07  , -25924.00, 374  , 224  , 0.0010812888170946091, 3.165113074438912e-05, 34.16272315283055
HS100MOD   , 678.6796378890597      , 678.6796386861209      , -0.00   , True, 5.5294435696850996e-11 , 1.0783050186091714e-07 , -194911.49, 280  , 188  , 0.0007285782269069127, 2.285013807580826e-05, 31.885068899354614
HS101      , 3000.0099000928994     , 236.17190388534164     , 92.13   , True, 0.009900092898921927   , 1.3451487192871672     , -13487.23, 3500 , 46   , 0.0015952905246189662, 3.1087709509808086e-05, 51.31579488400895
HS102      , 911.8805725815748      , 202.18592831246204     , 77.83   , True, 3.806752670110556e-12  , 2.1733919973269047     , -57093070805148.42, 1771 , 55   , 0.0010692113405698306, 3.056526184082031e-05, 34.98125899061937
HS103      , 3000.018922673851      , 174.7474889441776      , 94.18   , True, 0.0189226738507831     , 1.2393723415240554     , -6449.67, 3500 , 75   , 0.0017110674721854075, 2.8362274169921874e-05, 60.32899413968681
HS104      , 3.951163371650058      , 3.9513715136736876     , -0.01   , True, 1.080468535118787e-08  , 4.852925915330567e-09  , 55.08   , 3482 , 1000 , 0.0012260883584370359, 2.6413917541503905e-05, 46.4182700847194
HS105      , 1061.9983946607667     , nan                    , nan     , True, 0.0                    , 3.9998999999999967     , 0.00    , 4000 , 93   , 0.0008839464783668518, 3.399900210800991e-05, 25.99918890438848
HS106      , 6408.986098247231      , 13299.236465270089     , -107.51 , True, 0.07173311174847186    , 0.03986072936095297    , 44.43   , 4000 , 1000 , 0.00339767050743103, 2.816319465637207e-05, 120.64222645502645
HS107      , 5055.011797818983      , 5055.0118386894        , -0.00   , True, 2.0781103504674547e-09 , 2.077757521590229e-09  , 0.02    , 132  , 151  , 0.002598054481275154, 4.8343708973057224e-05, 53.741314774236585
HS108      , -0.8660254053927573    , -0.8660254098736172    , 0.00    , True, 5.1851221094523225e-09 , 9.825623425996355e-09  , -89.50  , 357  , 164  , 0.002542537801405963, 3.9464089928603755e-05, 64.42661685612873
HS109      , -6.075630920181735     , -0.791481842181902     , -86.97  , True, 39391.286883127956     , 44244.14310000495      , -12.32  , 4500 , 120  , 0.0012251831160651314, 8.616646130879721e-05, 14.218793454618122
HS11       , -8.498464230058168     , -8.498464217757624     , -0.00   , True, 2.8172515431634793e-09 , 2.8175441979527704e-09 , -0.01   , 71   , 53   , 0.0008025068632313903, 4.3905006264740565e-05, 18.278254156084046
HS110      , -45.77847553188483     , -43.13434222210946     , -5.78   , True, 0.0                    , 0.0                    , 0.00    , 266  , 11   , 0.0007715458260442977, 2.4015253240411933e-05, 32.12732417686816
HS111      , -47.761090839123376    , -47.76095726980981     , -0.00   , True, 5.0930287764927584e-11 , 4.121700483694646e-08  , -80828.28, 5000 , 1000 , 0.0019273446559906005, 5.43212890625e-05, 35.480466116573034
HS111LNP   , -47.761090839123376    , -47.76095726980981     , -0.00   , True, 5.0930287764927584e-11 , 4.121700483694646e-08  , -80828.28, 5000 , 1000 , 0.0021519619941711425, 4.67989444732666e-05, 45.9831309956238
HS112      , -47.76109081799816     , -47.3693863732629      , -0.82   , True, 0.0                    , 6.661338147750939e-16  , 0.00    , 2883 , 15   , 0.0018186750322673373, 9.320576985677083e-05, 19.51247261904593
HS113      , 24.306209068180017     , 24.306209066730947     , 0.00    , True, 1.4779288903810084e-12 , 1.9612997448348324e-08 , -1326959.62, 275  , 232  , 0.0021234989166259766, 3.793630106695767e-05, 55.97538128132196
HS114      , -1600.274441285408     , -1577.7086066071042    , -1.41   , True, 4.574118861455645e-14  , 5.3681611689171405e-06 , -11735945841.75, 2316 , 1000 , 0.00436077628522751, 6.786513328552246e-05, 64.25650513174173
HS116      , 169.48739323552041     , 249.65375977500202     , -47.30  , True, 4.739358888386432e-09  , 0.0034180440139655317  , -72120287.89, 6500 , 1000 , 0.006797220340141883, 4.018282890319824e-05, 169.1573372426469
HS117      , 32.3486789657388       , 32.34867917533312      , -0.00   , True, 2.8554936193359026e-13 , 1.1005747351664328e-21 , 100.00  , 1362 , 1000 , 0.0030357590856005968, 3.605198860168457e-05, 84.20503842772067
HS118      , 664.8204499999998      , 664.8204499999999      , -0.00   , True, 8.881784197001252e-16  , 7.105427357601002e-15  , -700.00 , 83   , 176  , 0.005454158208456384, 4.105134443803267e-05, 132.86186562511926
HS119      , 27.00887068664121      , 27.00887077263801      , -0.00   , True, 3.5                    , 3.5                    , 0.00    , 497  , 635  , 0.0014590603005238461, 3.410399429441437e-05, 42.78268075956177
HS12       , -30.00000000487068     , -30.000000009661655    , 0.00    , True, 1.0277179995910046e-08 , 2.7395921975426063e-08 , -166.57 , 58   , 42   , 0.0006992077005320582, 2.6078451247442336e-05, 26.811703421254112
HS13       , 1.0000009773373966     , 1.0003666065301662     , -0.04   , True, 1.2564716695224914e-22 , 4.7000194648919074e-27 , 100.00  , 75   , 46   , 0.0008267752329508463, 3.20465668388035e-05, 25.79918270526713
HS14       , 0.0                    , 1.0000000000013602e-08 , 0.00    , False, 1.0                    , 1.0                    , 0.00    , 14   , 20   , 0.001044562884739467, 5.093812942504883e-05, 20.50650262445254
HS15       , 306.4999999128419      , 360.3797664046955      , -17.58  , True, 1.2451162323401377e-10 , 9.003391365780544e-09  , -7130.96, 21   , 124  , 0.0010863826388404483, 2.5493483389577557e-05, 42.614130922751485
HS16       , 23.144660975101118     , 23.1444209366138       , 0.00    , True, 0.0                    , 3.7126701416534402e-06 , 0.00    , 14   , 17   , 0.001250811985560826, 4.435988033519072e-05, 28.196919741655755
HS17       , 0.9999999999786774     , 0.9999471889441803     , 0.01    , True, 4.774957587311912e-09  , 2.6405879495512675e-05 , -552907.62, 35   , 30   , 0.0008222852434430803, 3.522237141927083e-05, 23.3455389375967
HS18       , 4.999999999563107      , 4.9999999999803055     , -0.00   , True, 3.4652991587336146e-09 , 1.9802257611445384e-09 , 42.86   , 67   , 59   , 0.0007077153049298186, 2.8404138856014965e-05, 24.9159218843894
HS19       , -6961.813875580151     , -6961.81465008001      , 0.00    , True, 2.4868995751603507e-14 , 5.8486743625962845e-06 , -23517935328.57, 38   , 28   , 0.0009570059023405376, 4.075254712785993e-05, 23.483339564959202
HS2        , 4.941229318024095      , 4.941240175325019      , -0.00   , True, 0.0                    , 0.0                    , 0.00    , 42   , 36   , 0.0005515529995872861, 1.5305148230658637e-05, 36.03708969524634
HS20       , 40.19872981077604      , 40.20502312072939      , -0.02   , True, 2.853273173286652e-14  , 0.0                    , 100.00  , 15   , 17   , 0.00112152099609375, 4.776786355411305e-05, 23.478567234292427
HS21       , -99.96                 , -99.95999999           , -0.00   , True, 0.0                    , 0.0                    , 0.00    , 34   , 30   , 0.0006002327975104837, 2.3436546325683593e-05, 25.610974807013346
HS21MOD    , -95.96                 , -95.95999993356425     , -0.00   , True, 0.0                    , 2.5721554667454302e-21 , 0.00    , 83   , 453  , 0.000983266945344856, 1.607930686563319e-05, 61.15107781458064
HS22       , 1.0000000000000036     , 1.0000012598347676     , -0.00   , True, 4.440892098500626e-16  , 4.440892098500626e-16  , 0.00    , 19   , 17   , 0.000879626525075812, 4.671601688160616e-05, 18.82922782790058
HS23       , 2.0000000017670727     , 2.0000000414432746     , -0.00   , True, 0.0                    , 0.0                    , 0.00    , 22   , 18   , 0.0009432814337990501, 5.393558078342014e-05, 17.489038221110913
HS24       , -1.0000000826919648    , -1.000000082691965     , 0.00    , True, 0.0                    , 0.0                    , 0.00    , 10   , 14   , 0.0010336875915527345, 3.036430903843471e-05, 34.04284913067863
HS25       , 1.3837549393683133     , 2.092099908445872      , -51.19  , True, 0.0                    , 0.0                    , 0.00    , 1500 , 1000 , 0.000521976629892985, 1.4825105667114257e-05, 35.208965225175966
HS26       , 1.8793965576815343e-08 , 1.2835596034629835e-06 , -6729.64, True, 1.1628193963275635e-09 , 8.136795215385462e-08  , -6897.47, 1500 , 192  , 0.0010811306635538738, 2.8432657321294148e-05, 38.024256802201165
HS268      , 2.2637881498121715     , 2.5071222611513804     , -10.75  , True, 0.0                    , 0.0                    , 0.00    , 2500 , 972  , 0.0006303243637084961, 1.1791172341554743e-05, 53.457310727881676
HS27       , 0.04000000000194822    , 0.045069006451661266   , -12.67  , True, 3.866647900436256e-12  , 4.09149025930311e-06   , -105814816.81, 822  , 1000 , 0.0007454858789188728, 2.628779411315918e-05, 28.358631983719643
HS28       , 5.676213641791447e-14  , 7.066937017007986e-09  , -12449989.91, True, 0.0                    , 0.0                    , 0.00    , 99   , 49   , 0.0004481330062403823, 1.949193526287468e-05, 22.990688210109077
HS29       , -22.6274169990359      , -22.627416916754395    , -0.00   , True, 1.587153519722051e-09  , 6.20848545906938e-08   , -3811.71, 97   , 69   , 0.0005990500302658868, 2.3292458575704824e-05, 25.718625980115526
HS3        , 3.4052170504073325e-13 , 2.106046023506225e-14  , 93.82   , True, 0.0                    , 0.0                    , 0.00    , 27   , 40   , 0.0006480040373625579, 1.3470649719238281e-05, 48.10488364470665
HS30       , 1.000000000000247      , 1.0000000131512348     , -0.00   , True, 0.0                    , 0.0                    , 0.00    , 82   , 64   , 0.0008902288064724062, 3.731250762939453e-05, 23.858723603210475
HS31       , 5.999999990445379      , 6.000000006108164      , -0.00   , True, 5.2100325165227446e-09 , 8.156090025579488e-09  , -56.55  , 83   , 62   , 0.0006398178008665521, 2.6337562068816154e-05, 24.29297742876895
HS32       , 0.6688834125791887     , 0.66888342705263       , -0.00   , True, 1.0                    , 1.0                    , 0.00    , 59   , 57   , 0.000972557876069667, 3.9385076154742326e-05, 24.693563426119262
HS33       , -4.585786437626904     , -4.585786433534783     , -0.00   , True, 0.0                    , 0.0                    , 0.00    , 32   , 25   , 0.001994185149669647, 3.631591796875e-05, 54.91215040703782
HS34       , -0.8340324452479582    , -0.8340165056052742    , -0.00   , True, 5.329070518200751e-15  , 0.0                    , 100.00  , 28   , 33   , 0.0010270306042262486, 3.345084912849195e-05, 30.702676643011415
HS35       , 0.11111111111171246    , 0.1111111155756026     , -0.00   , True, 0.0                    , 0.0                    , 0.00    , 72   , 50   , 0.0005552636252509223, 1.7981529235839844e-05, 30.87966646041427
HS35I      , 0.11111111111171246    , 0.1111111155756026     , -0.00   , True, 0.0                    , 0.0                    , 0.00    , 72   , 50   , 0.0005350444051954481, 1.7681121826171874e-05, 30.26077250389548
HS35MOD    , 0.25                   , 0.25000002500000007    , -0.00   , True, 0.0                    , 0.0                    , 0.00    , 34   , 30   , 0.00037397356594310086, 2.5733311971028647e-05, 14.532663590451621
HS36       , -3299.9999999999995    , -3300.0000000000014    , 0.00    , True, 0.0                    , 1.4210854715202004e-14 , 0.00    , 20   , 31   , 0.0010371088981628418, 2.9710031324817288e-05, 34.907701268444214
HS37       , -3455.9999999999986    , -3455.9999999638426    , -0.00   , True, 0.0                    , 0.0                    , 0.00    , 98   , 73   , 0.0005423365807046696, 1.557559183199112e-05, 34.81964515728707
HS38       , 7.5476248033592785     , 7.874123872468778      , -4.33   , True, 0.0                    , 0.0                    , 0.00    , 2000 , 357  , 0.0004899615049362183, 2.046459529246269e-05, 23.941910305779462
HS39       , -1.000000012835143     , -1.0000000058376701    , -0.00   , True, 8.118040530880083e-09  , 1.7800509626324054e-08 , -119.27 , 137  , 115  , 0.0011027242145399108, 3.407934437627378e-05, 32.35755366548757
HS3MOD     , 7.69905444614579e-15   , 9.387483074291592e-09  , -121930237.55, True, 5.1640636690727773e-26 , 9.123820083056552e-25  , -1666.79, 76   , 77   , 0.0005037627722087659, 9.960942454152293e-06, 50.57380609590498
HS4        , 2.666666664            , 2.666666664            , 0.00    , False, 0.0                    , 0.0                    , 0.00    , 10   , 13   , 0.0010376930236816405, 1.9238545344426082e-05, 53.93822688274547
HS40       , -0.25000000310672466   , -0.2500000112476113    , 0.00    , True, 7.60447804726283e-09   , 2.0260675581695864e-08 , -166.43 , 76   , 76   , 0.0013092348450108578, 4.0330384906969573e-05, 32.46274113254511
HS41       , 1.9259259259259351     , 2.0                    , -3.85   , True, 0.0                    , 1.1102230246251565e-16 , 0.00    , 83   , 44   , 0.0009465303765722068, 2.4562532251531426e-05, 38.53553725158743
HS42       , 12.857864369257461     , 12.857864362253792     , 0.00    , True, 3.0286253505096283e-09 , 9.117252952606236e-09  , -201.04 , 112  , 80   , 0.0008638820477894374, 4.929900169372559e-05, 17.523317270324885
HS43       , -44.00000001180716     , -44.00000004253842     , 0.00    , True, 4.025152655628972e-09  , 2.902606199839397e-08  , -621.12 , 109  , 94   , 0.0009566228324120198, 2.6253943747662485e-05, 36.43730030072882
HS44       , -15.0                  , -15.0                  , 0.00    , False, 2.5544872326980644e-17 , 5.551115123125783e-17  , -117.31 , 23   , 33   , 0.0012792608012323794, 2.1688865892814867e-05, 58.98237406946094
HS44NEW    , -15.0                  , -14.999999999999998    , -0.00   , True, 0.0                    , 0.0                    , 0.00    , 19   , 32   , 0.0014921614998265316, 2.2292137145996094e-05, 66.93667323388685
HS45       , 1.0000000004           , 1.0000000003999994     , 0.00    , True, 0.0                    , 8.881784197001252e-16  , 0.00    , 26   , 37   , 0.0015603854106022762, 1.523945782635663e-05, 102.39113677020654
HS46       , 9.370651493355147e-07  , 4.660020949307742e-06  , -397.30 , True, 8.230502390738081e-11  , 8.617643154629206e-09  , -10370.37, 2500 , 114  , 0.0012634352684020996, 3.8694917109974646e-05, 32.6511945951789
HS47       , 1.262452556451271e-09  , 2.4931387134398777e-07 , -19648.38, True, 7.983613770079501e-13  , 5.200653241388409e-09  , -651315.94, 1484 , 267  , 0.0015157364770729909, 3.294730454348446e-05, 46.00487044615422
HS48       , 1.3668380310505785e-12 , 2.3896504076590145e-08 , -1748205.47, True, 3.0                    , 3.0                    , 0.00    , 126  , 97   , 0.000975270119924394, 2.107177813028552e-05, 46.28323788786871
HS49       , 4.060968732970158e-06  , 4.208809976512229e-05  , -936.41 , True, 0.0                    , 0.0                    , 0.00    , 2500 , 1000 , 0.0006804152488708496, 1.4566898345947265e-05, 46.70968607810403
HS5        , -1.9132229549805313    , -1.9132229482506355    , -0.00   , True, 0.0                    , 0.0                    , 0.00    , 57   , 38   , 0.00041175306889048793, 1.2786764847604851e-05, 32.201504743212304
HS50       , 3.394568194263641e-07  , 5.329841050980891e-06  , -1470.11, True, 0.0                    , 0.0                    , 0.00    , 2500 , 857  , 0.0004937252044677734, 1.5659399043720827e-05, 31.529000767481524
HS51       , 1.2524005178970177e-13 , 1.790358943006667e-08  , -14295318.42, True, 2.220446049250313e-16  , 1.1102230246251565e-16 , 50.00   , 111  , 98   , 0.0010970798698631493, 1.7246421502560984e-05, 63.61202929548254
HS52       , 5.326647564487172      , 5.3266481128480265     , -0.00   , True, 0.0                    , 8.326672684688674e-17  , 0.00    , 155  , 117  , 0.001097936014975271, 1.6899190397344082e-05, 64.96974051181914
HS53       , 4.093023255813972      , 4.093023284924769      , -0.00   , True, 1.1102230246251565e-16 , 1.1102230246251565e-16 , 0.00    , 84   , 88   , 0.0009581758862450009, 2.052296291698109e-05, 46.68798994185133
HS54       , -0.8350653717953426    , -0.8346917264256679    , -0.04   , True, 0.0                    , 0.0                    , 0.00    , 3000 , 1000 , 0.0004626483917236328, 1.4852046966552734e-05, 31.150479982020745
HS55       , 0.9999999999999998     , 1.0                    , -0.00   , True, 4.398722839364572e-17  , 7.323949384273595e-21  , 99.98   , 27   , 82   , 0.0016306594566062645, 1.7767999230361568e-05, 91.77507469832784
HS56       , -3.455999996784974     , -3.455999770215785     , -0.00   , True, 6.962839194102344e-10  , 1.0788117066340419e-07 , -15393.85, 425  , 280  , 0.001703639871933881, 3.2857486179896764e-05, 51.84936737419131
HS57       , 0.030646319844124605   , 0.03064653795175385    , -0.00   , True, 0.0                    , 0.0                    , 0.00    , 41   , 30   , 0.0003853716501375524, 2.693335215250651e-05, 14.308343348998552
HS59       , -7.802789403951061     , -6.74950471925318      , -13.50  , True, 4.908088158117607e-09  , 0.0                    , 100.00  , 62   , 107  , 0.000540583364425167, 2.2963942768417787e-05, 23.540529162467212
HS6        , 2.659399629742652e-16  , 3.430240577916082e-10  , -128985425.14, True, 3.997913111675189e-12  , 4.0028778069967075e-08 , -1001141.82, 51   , 40   , 0.0006423744500852099, 3.2448768615722655e-05, 19.796574030052877
HS60       , 0.03256820028662839    , 0.03256820403967027    , -0.00   , True, 2.5243585000112034e-11 , 4.5365016188014806e-08 , -179609.09, 82   , 50   , 0.0007014390898913872, 3.386020660400391e-05, 20.71573567446701
HS61       , -81.9190960946562      , -81.91909603830148     , -0.00   , True, 7.051248473999294e-11  , 7.051226269538802e-09  , -9899.97, 77   , 73   , 0.000797024020900974, 3.163128683011826e-05, 25.197331527532867
HS62       , -26272.514646270065    , nan                    , nan     , True, 0.0                    , 1.533407839658385      , 0.00    , 385  , 59   , 0.0005814162167635831, 2.0572694681458552e-05, 28.261548900912484
HS63       , 961.7151721285715      , 961.7151721061806      , 0.00    , True, 1.2500507295953867e-09 , 1.9999431444261973e-08 , -1499.89, 76   , 66   , 0.0010064338382921722, 4.3572801532167375e-05, 23.0977537110892
HS64       , 6299.842422132616      , 6299.84242792121       , -0.00   , True, 5.776867061102475e-09  , 4.1320419308377154e-13 , 99.99   , 176  , 371  , 0.0006296878511255437, 2.0644092816869524e-05, 30.502083899321946
HS65       , 0.953528855884636      , 0.9535288959683764     , -0.00   , True, 6.471939428820406e-09  , 2.3011377692228052e-08 , -255.56 , 98   , 70   , 0.0005856338812380421, 2.948556627546038e-05, 19.861713889668145
HS66       , 0.5181632731531938     , 0.5181632732274452     , -0.00   , True, 4.561963695692839e-09  , 2.60709320798469e-09   , 42.85   , 69   , 58   , 0.0007716192715409874, 2.6739876845787313e-05, 28.856500573694706
HS68       , -0.9204250023983066    , -0.9203940315688056    , -0.00   , True, 1.6521228829446954e-12 , 2.16818663023588e-09   , -131136.40, 1919 , 1000 , 0.0009502293605118632, 3.0305147171020507e-05, 31.355378515387187
HS7        , -1.7320508076751209    , -1.7320508111268387    , 0.00    , True, 4.0000580625587645e-10 , 4.0000162737641176e-08 , -9899.90, 71   , 54   , 0.0007170690617091219, 3.0446935583043983e-05, 23.55143622757426
HS70       , 0.2690861852831081     , 0.26908618894490766    , -0.00   , True, 7.929190637412376e-10  , 0.0                    , 100.00  , 71   , 64   , 0.0011711825787181585, 3.343820571899414e-05, 35.02528181567121
HS71       , 17.014017287253317     , 17.01401728831689      , -0.00   , True, 7.500043253116928e-09  , 2.000000343116426e-08  , -166.67 , 137  , 70   , 0.0010568695346804431, 4.554476056780134e-05, 23.205073898832072
HS72       , 727.67899310589        , 727.6793577895986      , -0.00   , True, 1.2488123892840167e-08 , 5.121120541518032e-15  , 100.00  , 320  , 944  , 0.0011094622313976288, 2.1704425246028577e-05, 51.11686758904779
HS73       , 21.70034024455217      , 21.70034043817458      , -0.00   , True, 5.808574387409816e-12  , 0.0                    , 100.00  , 24   , 28   , 0.001163711150487264, 5.1294054303850445e-05, 22.687057326250553
HS74       , 5126.498109901266      , 436.89511259075994     , 91.48   , True, 1.159658880034442e-08  , 479.93301445999        , -4138570597882.54, 157  , 1000 , 0.0010929745473679464, 3.654408454895019e-05, 29.908384923527777
HS75       , 5174.412695642915      , 436.89511259075994     , 91.56   , True, 1.353841483364704e-10  , 479.93301445999        , -354497199529649.88, 83   , 1000 , 0.0013568688587970044, 3.610801696777344e-05, 37.57804977238201
HS76       , -4.681818181818033     , -4.681818171849587     , -0.00   , True, 8.881784197001252e-16  , 1.2688556221783827e-16 , 85.71   , 78   , 72   , 0.0006519494912563226, 1.4291869269476996e-05, 45.61681043701433
HS76I      , -4.681818181818033     , -4.681818171849587     , -0.00   , True, 8.881784197001252e-16  , 1.2688556221783827e-16 , 85.71   , 78   , 72   , 0.0006382067998250326, 1.5599860085381402e-05, 40.91105922309489
HS77       , 0.24150512830947857    , 0.2415051297117471     , -0.00   , True, 2.630118345336996e-13  , 3.381773971966595e-08  , -12857777.59, 201  , 132  , 0.0009368497933914412, 3.094564784656871e-05, 30.274040409056106
HS78       , -2.919700409047368     , -2.9197004157844497    , 0.00    , True, 1.240882951947242e-10  , 2.0006278744766348e-08 , -16022.62, 124  , 110  , 0.0011742884112942603, 3.3055652271617545e-05, 35.524587493998276
HS79       , 0.07877682098723651    , 0.07877682718903371    , -0.00   , True, 4.805045250577678e-13  , 6.055925760861669e-09  , -1260226.48, 120  , 91   , 0.0013684988021850585, 3.44737545474545e-05, 39.696830825353395
HS8        , -1.0                   , -1.0                   , 0.00    , False, 1.1235457009206584e-13 , 0.0002806925282650141  , -249827423951.38, 15   , 17   , 0.0007341225941975911, 4.736114950741039e-05, 15.500523146777217
HS80       , 0.05394984776144163    , 0.05394984783191497    , -0.00   , True, 4.405702358489805e-09  , 2.065755155822302e-08  , -368.88 , 131  , 106  , 0.0011649386573383826, 3.648029183441738e-05, 31.933370013211345
HS83       , -30665.53867178331     , -30665.538289526732    , -0.00   , True, 0.0                    , 3.268360524278465e-08  , 0.00    , 36   , 67   , 0.0016066100862291125, 3.061009876763643e-05, 52.486275801493186
HS84       , -5280335.079198177     , -5280334.2186224535    , -0.00   , True, 0.0                    , 0.0                    , 0.00    , 32   , 54   , 0.0014945939183235168, 3.1329967357494216e-05, 47.70493059470124
